Year,Month,Day,T_max,T_min,Precip (mm),T_ave,Precip (cm),rh_ave
1980,1,2,20.5,1.0,0.0,10.75,0.0,18.7705067339
1980,1,3,20.5,-0.5,0.0,10.0,0.0,16.4391043669
1980,1,11,16.0,10.0,3.0,13.0,0.3,80.9794820356
1980,1,12,20.5,8.0,0.0,14.25,0.0,39.8301944226
1980,1,13,22.5,7.0,0.0,14.75,0.0,28.9264212844
1980,1,14,23.0,8.0,0.0,15.5,0.0,29.8661464531
1980,1,15,20.0,7.0,2.0,13.5,0.2,31.3569381467
1980,1,16,19.5,4.0,0.0,11.75,0.0,20.5032061949
1980,1,17,20.5,3.5,0.0,12.0,0.0,20.1698602053
1980,1,18,19.5,9.0,4.0,14.25,0.4,37.3408072712
1980,1,19,16.5,6.5,5.0,11.5,0.5,47.6403698349
1980,1,20,14.5,1.5,2.0,8.0,0.2,33.8274813507
1980,1,21,12.5,5.0,8.0,8.75,0.8,71.4769198697
1980,1,22,13.5,3.0,0.0,8.25,0.0,51.7422261929
1980,1,23,16.5,2.0,0.0,9.25,0.0,38.0188467276
1980,1,24,19.0,-0.5,0.0,9.25,0.0,27.6500703474
1980,1,25,19.5,0.0,0.0,9.75,0.0,26.7434878764
1980,1,26,21.0,2.5,0.0,11.75,0.0,26.3612651077
1980,1,27,21.0,5.0,0.0,13.0,0.0,32.3917928143
1980,1,28,18.0,7.5,0.0,12.75,0.0,49.3850410338
1980,1,29,18.5,8.0,1.0,13.25,0.1,47.8045703084
1980,1,30,20.0,10.5,1.0,15.25,0.1,53.692151908
1980,4,10,31.0,8.5,0.0,19.75,0.0,33.3966970061
1980,4,11,28.5,9.0,0.0,18.75,0.0,37.4142038091
1980,4,12,23.0,7.0,0.0,15.0,0.0,47.443002591
1980,4,13,22.0,8.5,0.0,15.25,0.0,53.692151908
1980,4,14,26.0,4.5,0.0,15.25,0.0,32.6821794222
1980,4,15,30.5,6.0,0.0,18.25,0.0,27.0229351869
1980,4,16,32.5,9.5,0.0,21.0,0.0,29.286030284
1980,4,17,34.0,10.0,0.0,22.0,0.0,29.0734691741
1980,4,18,35.0,15.0,0.0,25.0,0.0,34.4544819392
1980,4,19,36.5,16.0,0.0,26.25,0.0,31.978163475
1980,4,20,35.5,17.5,11.0,26.5,1.1,45.5101604144
1980,4,21,33.0,17.0,0.0,25.0,0.0,42.1110334812
1980,4,22,29.0,12.5,0.0,20.75,0.0,41.3064186811
1980,4,23,21.0,5.0,0.0,13.0,0.0,43.1890570857
1980,4,24,20.0,4.0,0.0,12.0,0.0,43.2211290113
1980,4,25,26.0,6.5,0.0,16.25,0.0,32.8516919658
1980,4,26,30.5,11.0,0.0,20.75,0.0,33.0451349449
1980,4,27,33.5,15.0,0.0,24.25,0.0,36.0422434036
1980,4,28,33.0,11.0,0.0,22.0,0.0,29.0734691741
1980,4,29,27.5,13.5,0.0,20.5,0.0,48.6604880113
1980,4,30,22.0,9.5,2.0,15.75,0.2,54.2640211512
1980,5,1,25.0,11.0,0.0,18.0,0.0,49.0186110976
1980,5,2,29.0,11.0,0.0,20.0,0.0,36.3440999666
1980,5,3,30.5,10.0,0.0,20.25,0.0,30.6734990659
1980,5,4,33.0,14.0,0.0,23.5,0.0,33.5215714126
1980,5,5,33.0,14.5,0.0,23.75,0.0,34.3943468001
1980,5,6,33.0,13.5,0.0,23.25,0.0,32.615055025
1980,5,7,32.0,17.0,0.0,24.5,0.0,43.393931514
1980,5,8,31.5,14.0,0.0,22.75,0.0,36.5441572304
1980,5,9,31.5,12.0,0.0,21.75,0.0,27.9679090015
1980,5,10,30.0,12.5,0.0,21.25,0.0,32.0434916096
1980,5,11,27.0,13.0,0.0,20.0,0.0,41.5361142476
1980,5,12,26.5,7.5,0.0,17.0,0.0,29.2369854219
1980,5,13,30.0,8.5,0.0,19.25,0.0,23.5721079317
1980,5,14,29.0,12.5,0.0,20.75,0.0,26.4361079559
1980,5,15,26.5,11.0,0.0,18.75,0.0,22.4485222854
1980,5,16,29.5,12.0,0.0,20.75,0.0,21.4793377142
1980,5,17,31.5,13.0,0.0,22.25,0.0,21.0978551564
1980,5,18,34.0,13.0,0.0,23.5,0.0,19.5542499907
1980,5,19,36.5,15.5,0.0,26.0,0.0,19.2338626756
1980,5,20,38.0,16.0,0.0,27.0,0.0,19.2589639778
1980,5,21,37.0,15.5,0.0,26.25,0.0,18.9500228
1980,5,22,34.5,14.5,0.0,24.5,0.0,19.7245143245
1980,5,23,32.0,12.5,0.0,22.25,0.0,19.5908655024
1980,5,24,29.0,13.5,0.0,21.25,0.0,22.4304441267
1980,5,25,27.0,5.0,0.0,16.0,0.0,17.8019513815
1980,5,26,31.0,8.5,0.0,19.75,0.0,17.5772089506
1980,5,27,31.5,10.5,0.0,21.0,0.0,19.5240201893
1980,5,28,32.0,10.0,0.0,21.0,0.0,17.8970185069
1980,5,29,32.5,10.5,0.0,21.5,0.0,18.9332101918
1980,5,30,34.0,11.0,0.0,22.5,0.0,17.8102393132
1980,5,31,34.0,10.0,0.0,22.0,0.0,16.8320084692
1980,6,1,32.0,13.5,0.0,22.75,0.0,20.464728049
1980,6,2,34.5,11.0,0.0,22.75,0.0,17.5411954706
1980,6,3,36.0,12.0,0.0,24.0,0.0,17.617139507
1980,6,4,37.0,12.5,0.0,24.75,0.0,16.8397791108
1980,6,5,37.5,14.5,0.0,26.0,0.0,18.0317462584
1980,6,6,37.0,15.0,0.0,26.0,0.0,19.2338626756
1980,6,7,38.0,13.5,0.0,25.75,0.0,17.0821347913
1980,6,8,40.0,16.0,0.0,28.0,0.0,18.1568945616
1980,6,9,42.0,17.5,0.0,29.75,0.0,18.321802143
1980,6,10,41.5,17.5,0.0,29.5,0.0,18.5898752518
1980,6,11,40.0,15.5,0.0,27.75,0.0,17.3418136649
1980,6,12,40.0,16.5,0.0,28.25,0.0,18.9449675207
1980,6,13,41.0,17.0,0.0,29.0,0.0,18.1318987479
1980,6,14,39.5,17.5,0.0,28.5,0.0,19.7067150358
1980,6,15,40.5,16.0,0.0,28.25,0.0,17.8924693251
1980,6,16,42.5,17.0,0.0,29.75,0.0,17.3574967671
1980,6,17,43.0,19.5,0.0,31.25,0.0,19.4538362248
1980,6,18,42.0,20.5,0.0,31.25,0.0,20.3381015078
1980,6,19,41.5,22.5,0.0,32.0,0.0,22.0231137756
1980,6,20,41.5,21.5,0.0,31.5,0.0,21.7914749824
1980,6,21,41.0,22.0,5.0,31.5,0.5,21.7914749824
1980,6,22,41.5,20.5,0.0,31.0,0.0,20.632726593
1980,6,23,42.0,21.5,0.0,31.75,0.0,21.4813168996
1980,6,24,41.5,20.5,0.0,31.0,0.0,20.632726593
1980,6,25,42.0,21.5,0.0,31.75,0.0,21.4813168996
1980,6,26,43.0,22.0,0.0,32.5,0.0,20.5799759785
1980,6,27,42.5,24.0,0.0,33.25,0.0,22.8758897509
1980,6,28,43.0,24.5,0.0,33.75,0.0,23.0039106449
1980,6,29,44.0,24.5,0.0,34.25,0.0,22.3636209953
1980,6,30,41.0,22.5,5.0,31.75,0.5,22.3405695756
1980,7,1,37.0,21.0,0.0,29.0,0.0,24.1758649973
1980,7,2,38.5,23.0,0.0,30.75,0.0,24.5724831561
1980,7,3,41.0,21.5,0.0,31.25,0.0,22.1066320737
1980,7,4,42.0,22.0,0.0,32.0,0.0,21.1760709381
1980,7,5,40.5,24.5,0.0,32.5,0.0,24.6959711742
1980,7,6,39.0,24.5,0.0,31.75,0.0,25.7775802796
1980,7,7,39.5,23.5,0.0,31.5,0.0,24.4064519803
1980,7,8,41.0,25.0,0.0,33.0,0.0,24.803133659
1980,7,9,40.0,25.5,0.0,32.75,0.0,25.9698704085
1980,7,10,40.0,26.5,0.0,33.25,0.0,26.8200086735
1980,7,11,40.5,25.0,0.0,32.75,0.0,25.1583119583
1980,7,12,38.0,21.5,10.0,29.75,1.0,24.1076343987
1980,7,13,35.0,21.0,13.0,28.0,1.3,25.6332629104
1980,7,14,38.5,22.5,0.0,30.5,0.0,24.0063112001
1980,7,15,41.0,22.5,0.0,31.75,0.0,22.3405695756
1980,7,16,41.5,25.0,0.0,33.25,0.0,24.45353732
1980,7,17,41.5,24.0,0.0,32.75,0.0,23.5351950577
1980,7,18,41.0,26.0,0.0,33.5,0.0,25.664873667
1980,7,19,40.0,24.0,7.0,32.0,0.7,24.5642422882
1980,7,20,38.5,22.0,0.0,30.25,0.0,23.419047471
1980,7,21,40.5,24.5,0.0,32.5,0.0,24.6959711742
1980,7,22,40.0,24.0,0.0,32.0,0.0,24.5642422882
1980,7,23,40.5,25.5,7.0,33.0,0.7,25.6032347448
1980,7,24,40.0,24.5,0.0,32.25,0.0,25.0507822162
1980,7,25,41.5,23.0,10.0,32.25,1.0,22.5457039946
1980,7,26,40.5,22.0,18.0,31.25,1.8,25.6436932055
1980,7,27,42.5,25.0,5.0,33.75,0.5,37.5730540534
1980,7,28,41.5,25.5,0.0,33.5,0.0,33.4421081116
1980,7,29,39.5,26.0,0.0,32.75,0.0,41.3894809636
1980,7,30,38.5,24.5,0.0,31.5,0.0,37.4813369697
1980,7,31,40.0,24.0,0.0,32.0,0.0,32.1876278259
1980,8,1,39.5,23.0,0.0,31.25,0.0,30.9492849032
1980,8,2,38.0,24.0,0.0,31.0,0.0,37.6771529089
1980,8,3,37.0,24.0,0.0,30.5,0.0,40.6260651078
1980,8,4,37.5,24.0,8.0,30.75,0.8,50.055058281
1980,8,5,37.5,24.0,0.0,30.75,0.0,42.7743225311
1980,8,6,40.0,23.5,0.0,31.75,0.0,34.3701070394
1980,8,7,42.0,23.5,0.0,32.75,0.0,30.0276626599
1980,8,8,41.5,26.5,0.0,34.0,0.0,39.3141594719
1980,8,9,40.5,24.5,0.0,32.5,0.0,36.2207577221
1980,8,10,39.5,24.5,5.0,32.0,0.5,49.1284845764
1980,8,11,40.5,23.0,0.0,31.75,0.0,34.3701070394
1980,8,12,38.0,25.5,0.0,31.75,0.0,49.8366552072
1980,8,13,34.5,22.5,23.0,28.5,2.3,61.1945361639
1980,8,14,34.0,21.5,9.0,27.75,0.9,65.0318012435
1980,8,15,35.0,21.0,14.0,28.0,1.4,61.9470520336
